Fund Name,Category,Subcategory,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Std Dev,Mean Return (%),YTM (%),Modified Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),Top Holdings Count,Fund URL,ISIN,Scheme Code,No. of Stocks,Top 10 Stocks (%),Top 5 Stocks (%),Top 3 Sectors (%),P/B Ratio,P/E Ratio,Alpha Score(4),Sharpe Score(4),Sortino Score(4),RiskAdj Perf(12),StdDev Score(4),MeanRet Score(4),Beta Score(2),Vol & Return(10),NumStocks Score(2),Top10 Score(2),Top5 Score(2),Top3Sec Score(2),Diversification(8),PE Score(3),PB Score(3),Valuation(6),YTM Score(1),Duration Score(1),Maturity Score(1),Credit Score(1),Debt Quality(4),Total Score(40),Risk Category,Fund Rating
ICICI Pru Diversified Equity All Cap Omni FoF,solution-oriented,Solution: Children - Debt,Regular,1.22,18,15.92,BSE 500 TRI,0.79,13.68,12.33,4.2,0.92,0.8,14.38,17.42,,,,,10,https://www.valueresearchonline.com/funds/40660/,INF2JJD01169,154041,,,,,,,4,2,1,7,2,3,1,6,1,1,1,1,4,1,1,2,0,0,0,0,0,19,Moderately High Risk,Average
ICICI Pru Flexicap,solution-oriented,Solution: Children - Debt,Regular,6.65,16.73,,BSE 500 TRI,0.79,13.68,,2.36,0.96,0.65,15.38,15.88,,,,,25,https://www.valueresearchonline.com/funds/41523/,INF247L01GM7,154113,,,,,,,3,2,1,6,1,3,1,5,1,1,1,1,4,1,1,2,0,0,0,0,0,17,Moderately High Risk,Average
ICICI Pru Focused Equity,solution-oriented,Solution: Children - Debt,Regular,1.86,19.04,16.39,BSE 500 TRI,0.79,13.68,12.33,4.55,0.96,0.8,15.28,18.07,,,,,25,https://www.valueresearchonline.com/funds/10399/,INF846K01CH7,117560,,,,,,,4,2,1,7,1,4,1,6,1,1,1.5,1,4.5,2,1.5,3.5,0,0,0,0,0,21.0,Moderate Risk,Average
ICICI Pru Nifty 500 Index,solution-oriented,Solution: Children - Debt,Regular,-0.88,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44818/,INF846K010D8,149242,,,,,,,1,1,1,3,1,1,1,3,2,1.5,1.5,1,6.0,2,1.5,3.5,0,0,0,0,0,15.5,Moderately High Risk,Average
ICICI Pru Retirement Pure Equity,solution-oriented,Solution: Children - Debt,Regular,6.51,22.85,20.81,BSE 500 TRI,0.79,13.68,12.33,8.29,1.03,1,16.54,22.42,,,,,25,https://www.valueresearchonline.com/funds/39053/,INF205K01338,112171,,,,,,,4,3,1,8,1,4,1,6,2,2,2,1.5,7.5,1,1.5,2.5,0,0,0,0,0,24.0,Moderate Risk,Average
Invesco India Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,0.37,19.03,,BSE 500 TRI,0.79,13.68,,3.44,1.04,0.69,17.17,17.64,,,,,25,https://www.valueresearchonline.com/funds/42012/,INF205KA1460,149766,,,,,,,3,2,1,6,1,3,1,5,1.5,1.5,1.5,1,5.5,1,1,2,0,0,0,0,0,18.5,Moderately High Risk,Average
Invesco India Focused Reg,solution-oriented,Solution: Children - Debt,Regular,-1.2,22.01,15.58,BSE 500 TRI,0.79,13.68,12.33,6.27,1.02,0.83,17.49,20.3,,,,,24,https://www.valueresearchonline.com/funds/41094/,INF205KA1189,148483,,,,,,,4,2,1,7,1,4,1,6,1,1,1,1,4,1,1,2,0,0,0,0,0,19,Moderately High Risk,Average
ITI Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,7.28,19.04,,BSE 500 TRI,0.79,13.68,,3.74,1.07,0.71,17.24,18.14,,,,,25,https://www.valueresearchonline.com/funds/43118/,INF00XX01CL3,151377,,,,,,,3,2,1,6,1,4,1,6,1,1,1,1,4,1,1,2,0,0,0,0,0,18,Moderately High Risk,Average
ITI Focused Reg,solution-oriented,Solution: Children - Debt,Regular,6.02,17.69,,BSE 500 TRI,0.79,13.68,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43532/,INF00XX01CV2,151778,,,,,,,1,1,1,3,1,1,1,3,1,1,1.5,1,4.5,1.5,1.5,3.0,0,0,0,0,0,13.5,Moderately High Risk,Average
JM Flexicap Reg,solution-oriented,Solution: Children - Debt,Regular,-0.65,16.89,16.38,BSE 500 TRI,0.79,13.68,12.33,2.87,1.05,0.65,17.41,17.16,,,,,25,https://www.valueresearchonline.com/funds/8653/,INF192K01635,109522,,,,,,,3,2,1,6,1,3,1,5,1.5,1.5,2,1,6.0,2,2,4,0,0,0,0,0,21.0,Moderate Risk,Average
JM Focused Reg,solution-oriented,Solution: Children - Debt,Regular,-0.36,14.09,13.15,BSE 500 TRI,0.79,13.68,12.33,0.49,1.04,0.52,17.14,14.69,,,,,25,https://www.valueresearchonline.com/funds/6673/,INF192K01577,107410,,,,,,,2,2,1,5,1,3,1,5,1,1,1.5,1,4.5,1,1.5,2.5,0,0,0,0,0,17.0,Moderately High Risk,Average
Kotak Flexicap Reg,solution-oriented,Solution: Children - Debt,Regular,-0.55,14.16,11.74,BSE 500 TRI,0.79,13.68,12.33,0.62,0.94,0.55,14.95,14.03,,,,,25,https://www.valueresearchonline.com/funds/10594/,INF178L01BO1,133782,,,,,,,2,2,1,5,2,3,1,6,1.5,1.5,1.5,1,5.5,1.5,2,3.5,0,0,0,0,0,20.0,Moderate Risk,Average
Kotak Focused Reg,solution-oriented,Solution: Children - Debt,Regular,7.6,16.13,12.89,BSE 500 TRI,0.79,13.68,12.33,1.94,0.93,0.64,14.54,15.23,,,,,25,https://www.valueresearchonline.com/funds/40096/,INF174KA1EK3,147477,,,,,,,2,2,1,5,2,3,1,6,1,1,1.5,1,4.5,1.5,1.5,3.0,0,0,0,0,0,18.5,Moderately High Risk,Average
Kotak Nifty500 Momentum 50 Index Reg,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45644/,INF174KA1YF1,154030,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
Kotak Nifty Alpha 50 ETF,solution-oriented,Solution: Children - Debt,Regular,0.22,20.47,,BSE 500 TRI,0.79,13.68,,5.49,1.34,0.7,23.22,22.11,,,,,25,https://www.valueresearchonline.com/funds/41896/,INF174KA1XG1,153781,,,,,,,4,2,1,7,1,4,1,6,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,21.5,Moderate Risk,Average
Kotak Nifty Alpha 50 Index Reg,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45400/,INF174KA1XJ5,153784,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1,2.5,0,0,0,0,0,14.0,Moderately High Risk,Average
LIC MF Children's Reg,solution-oriented,Solution: Children - Debt,Regular,2.68,10.18,8.3,BSE 500 TRI,0.79,13.68,12.33,-2.95,0.9,0.28,14.95,10.08,,,,,25,https://www.valueresearchonline.com/funds/1135/,INF767K01048,101271,,,,,,,1,1,1,3,2,2,1,5,1.5,2,2,1.5,7.0,1.5,1.5,3.0,0,0,0,0,0,18.0,Moderately High Risk,Average
LIC MF Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,6.11,12.68,11.03,BSE 500 TRI,0.79,13.68,12.33,-1.7,0.97,0.38,15.97,11.95,,,,,25,https://www.valueresearchonline.com/funds/134/,INF767K01071,100313,,,,,,,1,1,1,3,1,2,1,4,1.5,1.5,2,1,6.0,1.5,1.5,3.0,0,0,0,0,0,16.0,Moderately High Risk,Average
LIC MF Focused Reg,solution-oriented,Solution: Children - Debt,Regular,-2.71,10.22,9.82,BSE 500 TRI,0.79,13.68,12.33,-3.48,0.94,0.26,15.54,9.9,,,,,25,https://www.valueresearchonline.com/funds/34736/,INF397L01KE9,152009,,,,,,,1,1,1,3,1,2,1,4,1,1,1,1,4,2,1.5,3.5,0,0,0,0,0,14.5,Moderately High Risk,Average
Mahindra Manulife Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,-3.44,11.81,,BSE 500 TRI,0.79,13.68,,-1.13,0.94,0.43,14.65,12.24,,,,,25,https://www.valueresearchonline.com/funds/41631/,INF174V01AP8,149101,,,,,,,1,1,1,3,2,3,1,6,1.5,1.5,1.5,1,5.5,1.5,2,3.5,0,0,0,0,0,18.0,Moderately High Risk,Average
Mahindra Manulife Focused Reg,solution-oriented,Solution: Children - Debt,Regular,1.11,17.06,14.78,BSE 500 TRI,0.79,13.68,12.33,3.54,0.91,0.74,14.62,16.67,,,,,25,https://www.valueresearchonline.com/funds/41167/,INF174V01AD4,148571,,,,,,,3,2,1,6,2,3,1,6,1,1,1.5,1,4.5,2,2,4,0,0,0,0,0,20.5,Moderate Risk,Average
Mirae Asset Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,1.73,13.61,,BSE 500 TRI,0.79,13.68,,0.37,0.93,0.54,14.55,13.7,,,,,25,https://www.valueresearchonline.com/funds/43132/,INF769K01JG8,151414,,,,,,,2,2,1,5,2,3,1,6,2,1.5,1.5,1,6.0,2,1.5,3.5,0,0,0,0,0,20.5,Moderate Risk,Average
Mirae Asset Focused Reg,solution-oriented,Solution: Children - Debt,Regular,-6.66,7.43,6.62,BSE 500 TRI,0.79,13.68,12.33,-5.69,0.94,0.12,15.49,7.71,,,,,25,https://www.valueresearchonline.com/funds/39821/,INF769K01ES4,147203,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1.5,1.5,3.0,0,0,0,0,0,13.0,Moderately High Risk,Average
Mirae Asset Nifty Total Market Index Reg,solution-oriented,Solution: Children - Debt,Regular,-0.53,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44599/,INF769K01MA5,152970,,,,,,,1,1,1,3,1,1,1,3,2,1.5,1.5,1,6.0,2,2,4,0,0,0,0,0,16.0,Moderately High Risk,Average
Motilal Oswal BSE 1000 Index Reg,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45218/,INF247L01FN7,153597,,,,,,,1,1,1,3,1,1,1,3,1,1.5,1.5,1,5.0,2,2,4,0,0,0,0,0,15.0,Moderately High Risk,Average
Motilal Oswal Diversified Equity Flexicap Passive FoF Reg,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,3,https://www.valueresearchonline.com/funds/45728/,INF247L01GM7,154113,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Motilal Oswal Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,-7.05,17.98,11.51,BSE 500 TRI,0.79,13.68,12.33,4.84,0.95,0.72,17.35,18.33,,,,,25,https://www.valueresearchonline.com/funds/26123/,INF247L01478,129048,,,,,,,4,2,1,7,1,4,1,6,1,1,1,1,4,1,1.5,2.5,0,0,0,0,0,19.5,Moderately High Risk,Average
Motilal Oswal Focused Reg,solution-oriented,Solution: Children - Debt,Regular,14.09,11.64,8.77,BSE 500 TRI,0.79,13.68,12.33,-2.48,1.06,0.31,19.17,11.86,,,,,25,https://www.valueresearchonline.com/funds/19512/,INF247L01155,122387,,,,,,,1,1,1,3,1,2,1,4,1,1.5,1.5,1,5.0,1,1.5,2.5,0,0,0,0,0,14.5,Moderately High Risk,Average
Motilal Oswal Nifty 500 ETF,solution-oriented,Solution: Children - Debt,Regular,0.06,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43812/,INF247L01DH4,152869,,,,,,,1,1,1,3,1,1,1,3,2,1.5,1.5,1,6.0,2,2,4,0,0,0,0,0,16.0,Moderately High Risk,Average
Motilal Oswal Nifty 500 Index Reg,solution-oriented,Solution: Children - Debt,Regular,-0.62,12.96,11.27,BSE 500 TRI,0.79,13.68,12.33,-0.6,1,0.48,15.43,13.27,,,,,25,https://www.valueresearchonline.com/funds/40239/,INF247L01AF4,147795,,,,,,,1,1,1,3,1,3,1,5,2,1.5,1.5,1,6.0,2,1.5,3.5,0,0,0,0,0,17.5,Moderately High Risk,Average
Motilal Oswal Nifty 500 Momentum 50 ETF,solution-oriented,Solution: Children - Debt,Regular,-2.19,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44555/,INF247L01DJ0,152871,,,,,,,1,1,1,3,1,1,1,3,1.5,1,1.5,1,5.0,1.5,1.5,3.0,0,0,0,0,0,14.0,Moderately High Risk,Average
Motilal Oswal Nifty 500 Momentum 50 Index Reg,solution-oriented,Solution: Children - Debt,Regular,-2.62,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44553/,INF247L01DM4,152876,,,,,,,1,1,1,3,1,1,1,3,1.5,1,1.5,1,5.0,1.5,1.5,3.0,0,0,0,0,0,14.0,Moderately High Risk,Average
Motilal Oswal Nifty Alpha 50 ETF,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45363/,INF247L01DG6,152867,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
Navi Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,9.2,12.65,11.57,BSE 500 TRI,0.79,13.68,12.33,-1.45,0.98,0.41,15.7,12.26,,,,,25,https://www.valueresearchonline.com/funds/36680/,INF959L01EE9,143787,,,,,,,1,1,1,3,1,3,1,5,1.5,1.5,2,1,6.0,2,1.5,3.5,0,0,0,0,0,17.5,Moderately High Risk,Average
Nippon India Diversified Equity Flexicap Passive FoF Reg,solution-oriented,Solution: Children - Debt,Regular,-1.13,12.68,11.15,BSE 500 TRI,0.79,13.68,12.33,-0.72,1,0.47,15.41,13.1,,,,,3,https://www.valueresearchonline.com/funds/41239/,INF204KB13X3,148641,,,,,,,1,1,1,3,1,3,1,5,1,1,1,1,4,1,1,2,0,0,0,0,0,14,Moderately High Risk,Average
Nippon India Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,-0.13,13.42,,BSE 500 TRI,0.79,13.68,,-0.35,1,0.49,15.75,13.51,,,,,25,https://www.valueresearchonline.com/funds/41614/,INF204KC1097,149089,,,,,,,1,1,1,3,1,3,1,5,2,1.5,1.5,1,6.0,1.5,1.5,3.0,0,0,0,0,0,17.0,Moderately High Risk,Average
Nippon India Focused Reg,solution-oriented,Solution: Children - Debt,Regular,0.28,13.29,12.11,BSE 500 TRI,0.79,13.68,12.33,-0.17,0.94,0.49,15.05,13.21,,,,,25,https://www.valueresearchonline.com/funds/3900/,INF761K01462,111712,,,,,,,1,1,1,3,1,3,1,5,1,1,1,1,4,1.5,2,3.5,0,0,0,0,0,15.5,Moderately High Risk,Average
Nippon India Nifty 500 Low Volatility 50 Index Reg,solution-oriented,Solution: Children - Debt,Regular,0.07,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45107/,INF204KC1EN9,153475,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Nippon India Nifty 500 Momentum 50 Index Reg,solution-oriented,Solution: Children - Debt,Regular,-2.41,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44556/,INF204KC1DD2,152883,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Nippon India Nifty 500 Quality 50 Index Reg,solution-oriented,Solution: Children - Debt,Regular,-1.9,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45103/,INF204KC1ET6,153472,,,,,,,1,1,1,3,1,1,1,3,1,1.5,1.5,1,5.0,1.5,1,2.5,0,0,0,0,0,13.5,Moderately High Risk,Average
Nippon India Retirement Wealth Creation Reg,solution-oriented,Solution: Children - Debt,Regular,-0.42,14.06,12.53,BSE 500 TRI,0.79,13.68,12.33,0.92,0.97,0.57,15.27,14.54,,,,,25,https://www.valueresearchonline.com/funds/29289/,INF761K01306,109254,,,,,,,2,2,1,5,1,3,1,5,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,18.5,Moderately High Risk,Average
NJ Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,-4.19,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43712/,INF0J8L01131,151920,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
Old Bridge Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45844/,INF0S5R01166,154226,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Old Bridge Focused Reg,solution-oriented,Solution: Children - Debt,Regular,8.51,,,BSE 500 TRI,0.79,,,,,,,,,,,,24,https://www.valueresearchonline.com/funds/44036/,INF0S5R01034,152361,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,3,2,5,0,0,0,0,0,15,Moderately High Risk,Average
Parag Parikh Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,-3.08,14.29,13.87,BSE 500 TRI,0.79,13.68,12.33,3.68,0.6,0.86,9.9,14.34,,,,,25,https://www.valueresearchonline.com/funds/19699/,INF879O01019,122640,,,,,,,3,2,1,6,3,3,2,8,2,1,1.5,1,5.5,3,2,5,0,0,0,0,0,24.5,Moderate Risk,Average
PGIM India Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,-0.58,10.33,9.05,BSE 500 TRI,0.79,13.68,12.33,-2.74,0.91,0.31,14.46,10.39,,,,,25,https://www.valueresearchonline.com/funds/29471/,INF663L01FJ3,133836,,,,,,,1,1,1,3,2,2,1,5,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,16.5,Moderately High Risk,Average
Quant Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,12.27,19.06,15.87,BSE 500 TRI,0.79,13.68,12.33,4.56,1.16,0.71,19.53,19.68,,,,,25,https://www.valueresearchonline.com/funds/8827/,INF966L01457,109830,,,,,,,4,2,1,7,1,4,1,6,1,1,1,1,4,1.5,2,3.5,0,0,0,0,0,20.5,Moderate Risk,Average
Quantum Diversified Equity All Cap Active FoF Reg,solution-oriented,Solution: Children - Debt,Regular,-0.01,13.62,11.45,BSE 500 TRI,0.79,13.68,12.33,0.05,0.92,0.52,14.32,13.29,,,,,7,https://www.valueresearchonline.com/funds/33962/,INF082J01275,141063,,,,,,,2,2,1,5,2,3,1,6,1,1,1,1,4,1,1,2,0,0,0,0,0,17,Moderately High Risk,Average
Samco Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,-9.24,-0.37,,BSE 500 TRI,0.79,13.68,,-12.42,1.07,-0.2,19.38,2,,,,,25,https://www.valueresearchonline.com/funds/41934/,INF0K1H01016,149449,,,,,,,1,1,1,3,1,1,1,3,1,1,1.5,1,4.5,1.5,1,2.5,0,0,0,0,0,13.0,Moderately High Risk,Average
SBI Flexicap Reg,solution-oriented,Solution: Children - Debt,Regular,-1.41,9.82,9.15,BSE 500 TRI,0.79,13.68,12.33,-2.81,0.87,0.3,13.62,9.99,,,,,25,https://www.valueresearchonline.com/funds/2859/,INF200K01222,103215,,,,,,,1,1,1,3,2,2,1,5,1,1,1,1,4,1,1,2,0,0,0,0,0,14,Moderately High Risk,Average
SBI Focused Reg,solution-oriented,Solution: Children - Debt,Regular,9.28,16.36,12.84,BSE 500 TRI,0.79,13.68,12.33,4.49,0.82,0.79,14.01,16.95,,,,,24,https://www.valueresearchonline.com/funds/2415/,INF200K01370,102756,,,,,,,4,2,1,7,2,3,1,6,1,1.5,1.5,1,5.0,1.5,1.5,3.0,0,0,0,0,0,21.0,Moderate Risk,Average
SBI Nifty 500 Index Reg,solution-oriented,Solution: Children - Debt,Regular,-0.59,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44565/,INF200KB1357,152906,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
SBI Retirement Benefit Aggressive Reg,solution-oriented,Solution: Children - Debt,Regular,-0.88,10.08,11.94,BSE 500 TRI,0.79,13.68,12.33,-3.4,0.94,0.28,14.79,9.98,,,,,25,https://www.valueresearchonline.com/funds/41269/,INF200KA1S71,148695,,,,,,,1,1,1,3,2,2,1,5,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,16.5,Moderately High Risk,Average
Shriram Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,-2.02,9.07,8.21,BSE 500 TRI,0.79,13.68,12.33,-4.22,1,0.22,16.95,9.65,,,,,25,https://www.valueresearchonline.com/funds/37579/,INF680P01075,144902,,,,,,,1,1,1,3,1,2,1,4,1.5,1.5,1.5,1,5.5,2,2,4,0,0,0,0,0,16.5,Moderately High Risk,Average
Sundaram Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,-2.35,11.06,,BSE 500 TRI,0.79,13.68,,-2.06,0.92,0.36,14.51,11.13,,,,,25,https://www.valueresearchonline.com/funds/42502/,INF903J016H9,134356,,,,,,,1,1,1,3,2,2,1,5,1.5,1.5,1.5,1,5.5,2,2,4,0,0,0,0,0,17.5,Moderately High Risk,Average
Sundaram Focused Reg,solution-oriented,Solution: Children - Debt,Regular,-0.01,11.55,9.98,BSE 500 TRI,0.79,13.68,12.33,-1.38,0.82,0.39,13.1,11.01,,,,,25,https://www.valueresearchonline.com/funds/2916/,INF903J016H9,134356,,,,,,,1,1,1,3,2,2,1,5,1,1,1,1,4,1.5,1.5,3.0,0,0,0,0,0,15.0,Moderately High Risk,Average
Tata Children's Reg,solution-oriented,Solution: Children - Debt,Regular,-8.79,7.96,8.79,BSE 500 TRI,0.79,13.68,12.33,-5.04,0.97,0.18,15.37,8.62,,,,,25,https://www.valueresearchonline.com/funds/210/,INF277K01AJ5,101491,,,,,,,1,1,1,3,1,2,1,4,1.5,1.5,1.5,1,5.5,2,2,4,0,0,0,0,0,16.5,Moderately High Risk,Average
Tata Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,-4.1,12.35,10.08,BSE 500 TRI,0.79,13.68,12.33,0.28,0.86,0.52,13.72,13.02,,,,,25,https://www.valueresearchonline.com/funds/37435/,INF277K019K2,144548,,,,,,,2,2,1,5,2,3,1,6,1.5,1.5,1.5,1,5.5,2,2,4,0,0,0,0,0,20.5,Moderate Risk,Average
Tata Focused Reg,solution-oriented,Solution: Children - Debt,Regular,-0.85,12.43,11.24,BSE 500 TRI,0.79,13.68,12.33,-0.27,0.91,0.48,14.66,12.9,,,,,25,https://www.valueresearchonline.com/funds/40403/,INF277K010Y2,147760,,,,,,,1,1,1,3,2,3,1,6,1,1,1.5,1,4.5,2,2,4,0,0,0,0,0,17.5,Moderately High Risk,Average
Tata Retirement Savings Progressive Reg,solution-oriented,Solution: Children - Debt,Regular,-0.09,14.33,10.79,BSE 500 TRI,0.79,13.68,12.33,1.11,1,0.56,16.34,14.96,,,,,25,https://www.valueresearchonline.com/funds/13413/,INF277K01FG0,115942,,,,,,,2,2,1,5,1,3,1,5,1,1.5,1.5,1,5.0,1.5,1.5,3.0,0,0,0,0,0,18.0,Moderately High Risk,Average
Taurus Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,-1.27,12.97,10.26,BSE 500 TRI,0.79,13.68,12.33,-1.05,1.01,0.44,16.11,12.88,,,,,25,https://www.valueresearchonline.com/funds/214/,INF044D01989,100476,,,,,,,1,1,1,3,1,3,1,5,1,1,1,1,4,2,2,4,0,0,0,0,0,16,Moderately High Risk,Average
The Wealth Company Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45497/,INF2F0001016,153870,,,,,,,1,1,1,3,1,1,1,3,1,1.5,1.5,1,5.0,2,1.5,3.5,0,0,0,0,0,14.5,Moderately High Risk,Average
TRUST MF Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,1.22,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44269/,INF0GCD01438,149795,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
Unifi Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,2.14,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45188/,INF1MIY01049,153542,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,2,2,4,0,0,0,0,0,15.5,Moderately High Risk,Average
Union Children's Reg,solution-oriented,Solution: Children - Debt,Regular,2.67,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43922/,INF582M01JI7,152217,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Union Diversified Equity All Cap Active FoF Reg,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,5,https://www.valueresearchonline.com/funds/45471/,INF582M01LV6,153822,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Union Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,0.2,12.78,11.4,BSE 500 TRI,0.79,13.68,12.33,-0.64,0.94,0.46,14.91,12.76,,,,,25,https://www.valueresearchonline.com/funds/12817/,INF582M01DY7,143239,,,,,,,1,1,1,3,2,3,1,6,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,17.5,Moderately High Risk,Average
Union Focused Reg,solution-oriented,Solution: Children - Debt,Regular,6.47,12.9,11.01,BSE 500 TRI,0.79,13.68,12.33,0.27,0.86,0.5,14.34,13.05,,,,,25,https://www.valueresearchonline.com/funds/40106/,INF582M01FW6,147490,,,,,,,2,2,1,5,2,3,1,6,1,1,1.5,1,4.5,1,1.5,2.5,0,0,0,0,0,18.0,Moderately High Risk,Average
Union Retirement Reg,solution-oriented,Solution: Children - Debt,Regular,4.41,15.32,,BSE 500 TRI,0.79,13.68,,2.01,0.91,0.65,14.25,15.12,,,,,25,https://www.valueresearchonline.com/funds/42490/,INF582M01IM1,150552,,,,,,,3,2,1,6,2,3,1,6,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,20.5,Moderate Risk,Average
UTI Children's Equity Reg,solution-oriented,Solution: Children - Debt,Regular,-5.81,9.51,8.31,BSE 500 TRI,0.79,13.68,12.33,-3.39,0.94,0.28,14.81,9.98,,,,,25,https://www.valueresearchonline.com/funds/2090/,INF789F1AZT4,101496,,,,,,,1,1,1,3,2,2,1,5,1,1,1,1,4,1,1,2,0,0,0,0,0,14,Moderately High Risk,Average
